lr-AdamW/pg1,lr-AdamW/pg2,step,train_loss,epoch,valid_loss_epoch,valid_mse_epoch,valid_mae_epoch,valid_corr_nino3.4_epoch,valid_corr_nino3.4_weighted_epoch,valid_nino_rmse_epoch,test_mse_epoch,test_mae_epoch,test_corr_nino3.4_epoch,test_corr_nino3.4_weighted_epoch,test_nino_rmse_epoch
,,9233,0.00044653762597590685,11,,,,,,,,,,,
5.6935020478024336e-05,5.6935020478024336e-05,9314,,,,,,,,,,,,,
5.6935020478024336e-05,5.6935020478024336e-05,9314,,,,,,,,,,,,,
,,9314,0.00040380575228482485,11,,,,,,,,,,,
5.743016076777309e-05,5.743016076777309e-05,9395,,,,,,,,,,,,,
5.743016076777309e-05,5.743016076777309e-05,9395,,,,,,,,,,,,,
,,9395,0.00044615473598241806,11,,,,,,,,,,,
5.7925301057521854e-05,5.7925301057521854e-05,9476,,,,,,,,,,,,,
5.7925301057521854e-05,5.7925301057521854e-05,9476,,,,,,,,,,,,,
,,9476,0.000421905773691833,11,,,,,,,,,,,
5.842044134727061e-05,5.842044134727061e-05,9557,,,,,,,,,,,,,
5.842044134727061e-05,5.842044134727061e-05,9557,,,,,,,,,,,,,
,,9557,0.0004385256615933031,11,,,,,,,,,,,
5.891558163701938e-05,5.891558163701938e-05,9638,,,,,,,,,,,,,
5.891558163701938e-05,5.891558163701938e-05,9638,,,,,,,,,,,,,
,,9638,0.00042499322444200516,11,,,,,,,,,,,
5.9410721926768144e-05,5.9410721926768144e-05,9719,,,,,,,,,,,,,
5.9410721926768144e-05,5.9410721926768144e-05,9719,,,,,,,,,,,,,
,,9719,0.00043143329094164073,11,,,,,,,,,,,
5.99058622165169e-05,5.99058622165169e-05,9800,,,,,,,,,,,,,
5.99058622165169e-05,5.99058622165169e-05,9800,,,,,,,,,,,,,
,,9800,0.00042002106783911586,11,,,,,,,,,,,
6.040100250626567e-05,6.040100250626567e-05,9881,,,,,,,,,,,,,
6.040100250626567e-05,6.040100250626567e-05,9881,,,,,,,,,,,,,
,,9881,0.0004253324877936393,12,,,,,,,,,,,
6.0896142796014435e-05,6.0896142796014435e-05,9962,,,,,,,,,,,,,
6.0896142796014435e-05,6.0896142796014435e-05,9962,,,,,,,,,,,,,
,,9962,0.0003720611857715994,12,,,,,,,,,,,
6.13912830857632e-05,6.13912830857632e-05,10043,,,,,,,,,,,,,
6.13912830857632e-05,6.13912830857632e-05,10043,,,,,,,,,,,,,
,,10043,0.00045664783101528883,12,,,,,,,,,,,
6.188642337551195e-05,6.188642337551195e-05,10124,,,,,,,,,,,,,
6.188642337551195e-05,6.188642337551195e-05,10124,,,,,,,,,,,,,
,,10124,0.0004174602509010583,12,,,,,,,,,,,
6.238156366526072e-05,6.238156366526072e-05,10205,,,,,,,,,,,,,
6.238156366526072e-05,6.238156366526072e-05,10205,,,,,,,,,,,,,
,,10205,0.00043418342829681933,12,,,,,,,,,,,
6.287670395500948e-05,6.287670395500948e-05,10286,,,,,,,,,,,,,
6.287670395500948e-05,6.287670395500948e-05,10286,,,,,,,,,,,,,
,,10286,0.00041515842895023525,12,,,,,,,,,,,
6.337184424475824e-05,6.337184424475824e-05,10367,,,,,,,,,,,,,
6.337184424475824e-05,6.337184424475824e-05,10367,,,,,,,,,,,,,
,,10367,0.00045210125972516835,12,,,,,,,,,,,
6.3866984534507e-05,6.3866984534507e-05,10448,,,,,,,,,,,,,
6.3866984534507e-05,6.3866984534507e-05,10448,,,,,,,,,,,,,
,,10448,0.0004086103872396052,12,,,,,,,,,,,
6.436212482425577e-05,6.436212482425577e-05,10529,,,,,,,,,,,,,
6.436212482425577e-05,6.436212482425577e-05,10529,,,,,,,,,,,,,
,,10529,0.0003952329570893198,12,,,,,,,,,,,
6.485726511400453e-05,6.485726511400453e-05,10610,,,,,,,,,,,,,
6.485726511400453e-05,6.485726511400453e-05,10610,,,,,,,,,,,,,
,,10610,0.0003819602425210178,12,,,,,,,,,,,
6.535240540375329e-05,6.535240540375329e-05,10691,,,,,,,,,,,,,
6.535240540375329e-05,6.535240540375329e-05,10691,,,,,,,,,,,,,
,,10691,0.0004008013929706067,13,,,,,,,,,,,
6.584754569350206e-05,6.584754569350206e-05,10772,,,,,,,,,,,,,
6.584754569350206e-05,6.584754569350206e-05,10772,,,,,,,,,,,,,
,,10772,0.00037136892206035554,13,,,,,,,,,,,
6.634268598325082e-05,6.634268598325082e-05,10853,,,,,,,,,,,,,
6.634268598325082e-05,6.634268598325082e-05,10853,,,,,,,,,,,,,
,,10853,0.00044626634917221963,13,,,,,,,,,,,
6.683782627299958e-05,6.683782627299958e-05,10934,,,,,,,,,,,,,
6.683782627299958e-05,6.683782627299958e-05,10934,,,,,,,,,,,,,
,,10934,0.0003879712021443993,13,,,,,,,,,,,
6.733296656274834e-05,6.733296656274834e-05,11015,,,,,,,,,,,,,
6.733296656274834e-05,6.733296656274834e-05,11015,,,,,,,,,,,,,
,,11015,0.00041586157749406993,13,,,,,,,,,,,
6.78281068524971e-05,6.78281068524971e-05,11096,,,,,,,,,,,,,
6.78281068524971e-05,6.78281068524971e-05,11096,,,,,,,,,,,,,
,,11096,0.0004131342575419694,13,,,,,,,,,,,
6.832324714224587e-05,6.832324714224587e-05,11177,,,,,,,,,,,,,
6.832324714224587e-05,6.832324714224587e-05,11177,,,,,,,,,,,,,
,,11177,0.0004196125955786556,13,,,,,,,,,,,
6.881838743199463e-05,6.881838743199463e-05,11258,,,,,,,,,,,,,
6.881838743199463e-05,6.881838743199463e-05,11258,,,,,,,,,,,,,
,,11258,0.00044705590698868036,13,,,,,,,,,,,
6.931352772174338e-05,6.931352772174338e-05,11339,,,,,,,,,,,,,
6.931352772174338e-05,6.931352772174338e-05,11339,,,,,,,,,,,,,
,,11339,0.0004284840833861381,13,,,,,,,,,,,
6.980866801149216e-05,6.980866801149216e-05,11420,,,,,,,,,,,,,
6.980866801149216e-05,6.980866801149216e-05,11420,,,,,,,,,,,,,
,,11420,0.000387471605790779,13,,,,,,,,,,,
7.030380830124092e-05,7.030380830124092e-05,11501,,,,,,,,,,,,,
7.030380830124092e-05,7.030380830124092e-05,11501,,,,,,,,,,,,,
,,11501,0.00036665849620476365,14,,,,,,,,,,,
7.079894859098968e-05,7.079894859098968e-05,11582,,,,,,,,,,,,,
7.079894859098968e-05,7.079894859098968e-05,11582,,,,,,,,,,,,,
,,11582,0.0004606759757734835,14,,,,,,,,,,,
7.129408888073843e-05,7.129408888073843e-05,11663,,,,,,,,,,,,,
7.129408888073843e-05,7.129408888073843e-05,11663,,,,,,,,,,,,,
,,11663,0.00038310274248942733,14,,,,,,,,,,,
7.178922917048719e-05,7.178922917048719e-05,11744,,,,,,,,,,,,,
7.178922917048719e-05,7.178922917048719e-05,11744,,,,,,,,,,,,,
,,11744,0.0004193582572042942,14,,,,,,,,,,,
7.228436946023595e-05,7.228436946023595e-05,11825,,,,,,,,,,,,,
7.228436946023595e-05,7.228436946023595e-05,11825,,,,,,,,,,,,,
,,11825,0.0003932860854547471,14,,,,,,,,,,,
7.277950974998472e-05,7.277950974998472e-05,11906,,,,,,,,,,,,,
7.277950974998472e-05,7.277950974998472e-05,11906,,,,,,,,,,,,,
,,11906,0.00039152693352662027,14,,,,,,,,,,,
7.327465003973348e-05,7.327465003973348e-05,11987,,,,,,,,,,,,,
7.327465003973348e-05,7.327465003973348e-05,11987,,,,,,,,,,,,,
,,11987,0.00037765922024846077,14,,,,,,,,,,,
7.376979032948224e-05,7.376979032948224e-05,12068,,,,,,,,,,,,,
7.376979032948224e-05,7.376979032948224e-05,12068,,,,,,,,,,,,,
,,12068,0.0003787935711443424,14,,,,,,,,,,,
7.426493061923102e-05,7.426493061923102e-05,12149,,,,,,,,,,,,,
7.426493061923102e-05,7.426493061923102e-05,12149,,,,,,,,,,,,,
,,12149,0.0003687753633130342,14,,,,,,,,,,,
7.476007090897977e-05,7.476007090897977e-05,12230,,,,,,,,,,,,,
7.476007090897977e-05,7.476007090897977e-05,12230,,,,,,,,,,,,,
,,12230,0.0004294059472158551,14,,,,,,,,,,,
,,12269,,14,-0.6181843280792236,0.0002873321354854852,0.011624571867287159,0.6181843280792236,1.777329444885254,0.5404574871063232,,,,,
7.525521119872853e-05,7.525521119872853e-05,12311,,,,,,,,,,,,,
7.525521119872853e-05,7.525521119872853e-05,12311,,,,,,,,,,,,,
,,12311,0.0003913475666195154,15,,,,,,,,,,,
7.575035148847729e-05,7.575035148847729e-05,12392,,,,,,,,,,,,,
7.575035148847729e-05,7.575035148847729e-05,12392,,,,,,,,,,,,,
,,12392,0.0003382135182619095,15,,,,,,,,,,,
7.624549177822605e-05,7.624549177822605e-05,12473,,,,,,,,,,,,,
7.624549177822605e-05,7.624549177822605e-05,12473,,,,,,,,,,,,,
,,12473,0.00037819313001818955,15,,,,,,,,,,,
7.674063206797481e-05,7.674063206797481e-05,12554,,,,,,,,,,,,,
7.674063206797481e-05,7.674063206797481e-05,12554,,,,,,,,,,,,,
,,12554,0.00041467705159448087,15,,,,,,,,,,,
7.723577235772358e-05,7.723577235772358e-05,12635,,,,,,,,,,,,,
7.723577235772358e-05,7.723577235772358e-05,12635,,,,,,,,,,,,,
,,12635,0.000397113268263638,15,,,,,,,,,,,
7.773091264747234e-05,7.773091264747234e-05,12716,,,,,,,,,,,,,
7.773091264747234e-05,7.773091264747234e-05,12716,,,,,,,,,,,,,
,,12716,0.0003564459620974958,15,,,,,,,,,,,
7.82260529372211e-05,7.82260529372211e-05,12797,,,,,,,,,,,,,
7.82260529372211e-05,7.82260529372211e-05,12797,,,,,,,,,,,,,
,,12797,0.0003906040219590068,15,,,,,,,,,,,
7.872119322696987e-05,7.872119322696987e-05,12878,,,,,,,,,,,,,
7.872119322696987e-05,7.872119322696987e-05,12878,,,,,,,,,,,,,
,,12878,0.0003899770090356469,15,,,,,,,,,,,
7.921633351671863e-05,7.921633351671863e-05,12959,,,,,,,,,,,,,
7.921633351671863e-05,7.921633351671863e-05,12959,,,,,,,,,,,,,
,,12959,0.0003853344824165106,15,,,,,,,,,,,
7.971147380646739e-05,7.971147380646739e-05,13040,,,,,,,,,,,,,
7.971147380646739e-05,7.971147380646739e-05,13040,,,,,,,,,,,,,
,,13040,0.0003818793047685176,15,,,,,,,,,,,
8.020661409621616e-05,8.020661409621616e-05,13121,,,,,,,,,,,,,
8.020661409621616e-05,8.020661409621616e-05,13121,,,,,,,,,,,,,
,,13121,0.00039436074439436197,16,,,,,,,,,,,
8.070175438596491e-05,8.070175438596491e-05,13202,,,,,,,,,,,,,
8.070175438596491e-05,8.070175438596491e-05,13202,,,,,,,,,,,,,
,,13202,0.00037622739910148084,16,,,,,,,,,,,
8.119689467571368e-05,8.119689467571368e-05,13283,,,,,,,,,,,,,
8.119689467571368e-05,8.119689467571368e-05,13283,,,,,,,,,,,,,
,,13283,0.0004552855098154396,16,,,,,,,,,,,
8.169203496546244e-05,8.169203496546244e-05,13364,,,,,,,,,,,,,
8.169203496546244e-05,8.169203496546244e-05,13364,,,,,,,,,,,,,
,,13364,0.00044864093069918454,16,,,,,,,,,,,
8.21871752552112e-05,8.21871752552112e-05,13445,,,,,,,,,,,,,
8.21871752552112e-05,8.21871752552112e-05,13445,,,,,,,,,,,,,
,,13445,0.00040988667751662433,16,,,,,,,,,,,
8.268231554495996e-05,8.268231554495996e-05,13526,,,,,,,,,,,,,
8.268231554495996e-05,8.268231554495996e-05,13526,,,,,,,,,,,,,
,,13526,0.0003832383663393557,16,,,,,,,,,,,
8.317745583470873e-05,8.317745583470873e-05,13607,,,,,,,,,,,,,
8.317745583470873e-05,8.317745583470873e-05,13607,,,,,,,,,,,,,
,,13607,0.0003966607037000358,16,,,,,,,,,,,
8.367259612445749e-05,8.367259612445749e-05,13688,,,,,,,,,,,,,
8.367259612445749e-05,8.367259612445749e-05,13688,,,,,,,,,,,,,
,,13688,0.0003874527756124735,16,,,,,,,,,,,
8.416773641420625e-05,8.416773641420625e-05,13769,,,,,,,,,,,,,
8.416773641420625e-05,8.416773641420625e-05,13769,,,,,,,,,,,,,
,,13769,0.00039068085607141256,16,,,,,,,,,,,
8.466287670395502e-05,8.466287670395502e-05,13850,,,,,,,,,,,,,
8.466287670395502e-05,8.466287670395502e-05,13850,,,,,,,,,,,,,
,,13850,0.00035946728894487023,16,,,,,,,,,,,
8.515801699370377e-05,8.515801699370377e-05,13931,,,,,,,,,,,,,
8.515801699370377e-05,8.515801699370377e-05,13931,,,,,,,,,,,,,
,,13931,0.00038468680577352643,17,,,,,,,,,,,
8.565315728345254e-05,8.565315728345254e-05,14012,,,,,,,,,,,,,
8.565315728345254e-05,8.565315728345254e-05,14012,,,,,,,,,,,,,
,,14012,0.0003613975422922522,17,,,,,,,,,,,
8.61482975732013e-05,8.61482975732013e-05,14093,,,,,,,,,,,,,
8.61482975732013e-05,8.61482975732013e-05,14093,,,,,,,,,,,,,
,,14093,0.00037797383265569806,17,,,,,,,,,,,
8.664343786295006e-05,8.664343786295006e-05,14174,,,,,,,,,,,,,
8.664343786295006e-05,8.664343786295006e-05,14174,,,,,,,,,,,,,
,,14174,0.00037820328725501895,17,,,,,,,,,,,
8.713857815269883e-05,8.713857815269883e-05,14255,,,,,,,,,,,,,
8.713857815269883e-05,8.713857815269883e-05,14255,,,,,,,,,,,,,
,,14255,0.0003955430001951754,17,,,,,,,,,,,
8.763371844244759e-05,8.763371844244759e-05,14336,,,,,,,,,,,,,
8.763371844244759e-05,8.763371844244759e-05,14336,,,,,,,,,,,,,
,,14336,0.0003998596512246877,17,,,,,,,,,,,
8.812885873219635e-05,8.812885873219635e-05,14417,,,,,,,,,,,,,
8.812885873219635e-05,8.812885873219635e-05,14417,,,,,,,,,,,,,
,,14417,0.00041521326056681573,17,,,,,,,,,,,
8.862399902194512e-05,8.862399902194512e-05,14498,,,,,,,,,,,,,
8.862399902194512e-05,8.862399902194512e-05,14498,,,,,,,,,,,,,
,,14498,0.00038332969415932894,17,,,,,,,,,,,
8.911913931169388e-05,8.911913931169388e-05,14579,,,,,,,,,,,,,
8.911913931169388e-05,8.911913931169388e-05,14579,,,,,,,,,,,,,
,,14579,0.0003822130966000259,17,,,,,,,,,,,
8.961427960144262e-05,8.961427960144262e-05,14660,,,,,,,,,,,,,
8.961427960144262e-05,8.961427960144262e-05,14660,,,,,,,,,,,,,
,,14660,0.00038623373256996274,17,,,,,,,,,,,
9.01094198911914e-05,9.01094198911914e-05,14741,,,,,,,,,,,,,
9.01094198911914e-05,9.01094198911914e-05,14741,,,,,,,,,,,,,
,,14741,0.0003918606380466372,18,,,,,,,,,,,
9.060456018094016e-05,9.060456018094016e-05,14822,,,,,,,,,,,,,
9.060456018094016e-05,9.060456018094016e-05,14822,,,,,,,,,,,,,
,,14822,0.0003331812913529575,18,,,,,,,,,,,
9.109970047068892e-05,9.109970047068892e-05,14903,,,,,,,,,,,,,
9.109970047068892e-05,9.109970047068892e-05,14903,,,,,,,,,,,,,
,,14903,0.0003746560832951218,18,,,,,,,,,,,
9.159484076043769e-05,9.159484076043769e-05,14984,,,,,,,,,,,,,
9.159484076043769e-05,9.159484076043769e-05,14984,,,,,,,,,,,,,
,,14984,0.0003496790013741702,18,,,,,,,,,,,
9.208998105018645e-05,9.208998105018645e-05,15065,,,,,,,,,,,,,
9.208998105018645e-05,9.208998105018645e-05,15065,,,,,,,,,,,,,
,,15065,0.00036862917477265,18,,,,,,,,,,,
9.25851213399352e-05,9.25851213399352e-05,15146,,,,,,,,,,,,,
9.25851213399352e-05,9.25851213399352e-05,15146,,,,,,,,,,,,,
,,15146,0.00039692348218522966,18,,,,,,,,,,,
9.308026162968398e-05,9.308026162968398e-05,15227,,,,,,,,,,,,,
9.308026162968398e-05,9.308026162968398e-05,15227,,,,,,,,,,,,,
,,15227,0.000434164481703192,18,,,,,,,,,,,
9.357540191943274e-05,9.357540191943274e-05,15308,,,,,,,,,,,,,
9.357540191943274e-05,9.357540191943274e-05,15308,,,,,,,,,,,,,
,,15308,0.00038314404082484543,18,,,,,,,,,,,
9.40705422091815e-05,9.40705422091815e-05,15389,,,,,,,,,,,,,
9.40705422091815e-05,9.40705422091815e-05,15389,,,,,,,,,,,,,
,,15389,0.00033664071816019714,18,,,,,,,,,,,
9.456568249893026e-05,9.456568249893026e-05,15470,,,,,,,,,,,,,
9.456568249893026e-05,9.456568249893026e-05,15470,,,,,,,,,,,,,
,,15470,0.00036790993181057274,18,,,,,,,,,,,
9.506082278867901e-05,9.506082278867901e-05,15551,,,,,,,,,,,,,
9.506082278867901e-05,9.506082278867901e-05,15551,,,,,,,,,,,,,
,,15551,0.00035208117333240807,19,,,,,,,,,,,
9.555596307842777e-05,9.555596307842777e-05,15632,,,,,,,,,,,,,
9.555596307842777e-05,9.555596307842777e-05,15632,,,,,,,,,,,,,
,,15632,0.00041350192623212934,19,,,,,,,,,,,
9.605110336817655e-05,9.605110336817655e-05,15713,,,,,,,,,,,,,
9.605110336817655e-05,9.605110336817655e-05,15713,,,,,,,,,,,,,
,,15713,0.0003694830520544201,19,,,,,,,,,,,
9.65462436579253e-05,9.65462436579253e-05,15794,,,,,,,,,,,,,
9.65462436579253e-05,9.65462436579253e-05,15794,,,,,,,,,,,,,
,,15794,0.0003949760866817087,19,,,,,,,,,,,
9.704138394767406e-05,9.704138394767406e-05,15875,,,,,,,,,,,,,
9.704138394767406e-05,9.704138394767406e-05,15875,,,,,,,,,,,,,
,,15875,0.0004029921838082373,19,,,,,,,,,,,
9.753652423742284e-05,9.753652423742284e-05,15956,,,,,,,,,,,,,
9.753652423742284e-05,9.753652423742284e-05,15956,,,,,,,,,,,,,
,,15956,0.0004107661952730268,19,,,,,,,,,,,
9.80316645271716e-05,9.80316645271716e-05,16037,,,,,,,,,,,,,
9.80316645271716e-05,9.80316645271716e-05,16037,,,,,,,,,,,,,
,,16037,0.00041520828381180763,19,,,,,,,,,,,
9.852680481692035e-05,9.852680481692035e-05,16118,,,,,,,,,,,,,
9.852680481692035e-05,9.852680481692035e-05,16118,,,,,,,,,,,,,
,,16118,0.0003888053761329502,19,,,,,,,,,,,
9.902194510666911e-05,9.902194510666911e-05,16199,,,,,,,,,,,,,
9.902194510666911e-05,9.902194510666911e-05,16199,,,,,,,,,,,,,
,,16199,0.00036748149432241917,19,,,,,,,,,,,
9.951708539641787e-05,9.951708539641787e-05,16280,,,,,,,,,,,,,
9.951708539641787e-05,9.951708539641787e-05,16280,,,,,,,,,,,,,
,,16280,0.000422169454395771,19,,,,,,,,,,,
,,16359,,19,-0.642583429813385,0.00028153450693935156,0.011593133211135864,0.642583429813385,1.8661048412322998,0.5262637734413147,,,,,
9.999999976974002e-05,9.999999976974002e-05,16361,,,,,,,,,,,,,
9.999999976974002e-05,9.999999976974002e-05,16361,,,,,,,,,,,,,
,,16361,0.0003693418111652136,20,,,,,,,,,,,
9.999960343526531e-05,9.999960343526531e-05,16442,,,,,,,,,,,,,
9.999960343526531e-05,9.999960343526531e-05,16442,,,,,,,,,,,,,
,,16442,0.00039052910869941115,20,,,,,,,,,,,
9.999845173985805e-05,9.999845173985805e-05,16523,,,,,,,,,,,,,
9.999845173985805e-05,9.999845173985805e-05,16523,,,,,,,,,,,,,
,,16523,0.00039787881541997194,20,,,,,,,,,,,
9.999654470093493e-05,9.999654470093493e-05,16604,,,,,,,,,,,,,
9.999654470093493e-05,9.999654470093493e-05,16604,,,,,,,,,,,,,
,,16604,0.00037965920637361705,20,,,,,,,,,,,
9.999388234733492e-05,9.999388234733492e-05,16685,,,,,,,,,,,,,
9.999388234733492e-05,9.999388234733492e-05,16685,,,,,,,,,,,,,
,,16685,0.00038324587512761354,20,,,,,,,,,,,
9.999046471931939e-05,9.999046471931939e-05,16766,,,,,,,,,,,,,
9.999046471931939e-05,9.999046471931939e-05,16766,,,,,,,,,,,,,
,,16766,0.0004122800601180643,20,,,,,,,,,,,
9.998629186857144e-05,9.998629186857144e-05,16847,,,,,,,,,,,,,
9.998629186857144e-05,9.998629186857144e-05,16847,,,,,,,,,,,,,
,,16847,0.0003536149743013084,20,,,,,,,,,,,
9.998136385819464e-05,9.998136385819464e-05,16928,,,,,,,,,,,,,
9.998136385819464e-05,9.998136385819464e-05,16928,,,,,,,,,,,,,
,,16928,0.00034806286566890776,20,,,,,,,,,,,
9.997568076271266e-05,9.997568076271266e-05,17009,,,,,,,,,,,,,
9.997568076271266e-05,9.997568076271266e-05,17009,,,,,,,,,,,,,
,,17009,0.00034240889362990856,20,,,,,,,,,,,
9.996924266806791e-05,9.996924266806791e-05,17090,,,,,,,,,,,,,
9.996924266806791e-05,9.996924266806791e-05,17090,,,,,,,,,,,,,
,,17090,0.0004040324129164219,20,,,,,,,,,,,
9.996204967162024e-05,9.996204967162024e-05,17171,,,,,,,,,,,,,
9.996204967162024e-05,9.996204967162024e-05,17171,,,,,,,,,,,,,
,,17171,0.00036835495848208666,20,,,,,,,,,,,
9.995410188214547e-05,9.995410188214547e-05,17252,,,,,,,,,,,,,
9.995410188214547e-05,9.995410188214547e-05,17252,,,,,,,,,,,,,
,,17252,0.00033619211171753705,21,,,,,,,,,,,
9.99453994198338e-05,9.99453994198338e-05,17333,,,,,,,,,,,,,
9.99453994198338e-05,9.99453994198338e-05,17333,,,,,,,,,,,,,
,,17333,0.00040183597593568265,21,,,,,,,,,,,
9.993594241628772e-05,9.993594241628772e-05,17414,,,,,,,,,,,,,
9.993594241628772e-05,9.993594241628772e-05,17414,,,,,,,,,,,,,
,,17414,0.0003669194702524692,21,,,,,,,,,,,
9.992573101452061e-05,9.992573101452061e-05,17495,,,,,,,,,,,,,
9.992573101452061e-05,9.992573101452061e-05,17495,,,,,,,,,,,,,
,,17495,0.00036274344893172383,21,,,,,,,,,,,
9.99147653689538e-05,9.99147653689538e-05,17576,,,,,,,,,,,,,
9.99147653689538e-05,9.99147653689538e-05,17576,,,,,,,,,,,,,
,,17576,0.00041760329622775316,21,,,,,,,,,,,
9.99030456454148e-05,9.99030456454148e-05,17657,,,,,,,,,,,,,
9.99030456454148e-05,9.99030456454148e-05,17657,,,,,,,,,,,,,
,,17657,0.0003632458101492375,21,,,,,,,,,,,
9.989057202113492e-05,9.989057202113492e-05,17738,,,,,,,,,,,,,
9.989057202113492e-05,9.989057202113492e-05,17738,,,,,,,,,,,,,
,,17738,0.00037210373557172716,21,,,,,,,,,,,
9.987734468474592e-05,9.987734468474592e-05,17819,,,,,,,,,,,,,
9.987734468474592e-05,9.987734468474592e-05,17819,,,,,,,,,,,,,
,,17819,0.00039273296715691686,21,,,,,,,,,,,
9.986336383627761e-05,9.986336383627761e-05,17900,,,,,,,,,,,,,
9.986336383627761e-05,9.986336383627761e-05,17900,,,,,,,,,,,,,
,,17900,0.00039872777415439487,21,,,,,,,,,,,
9.984862968715495e-05,9.984862968715495e-05,17981,,,,,,,,,,,,,
9.984862968715495e-05,9.984862968715495e-05,17981,,,,,,,,,,,,,
,,17981,0.00036103674210608006,21,,,,,,,,,,,
9.983314246019447e-05,9.983314246019447e-05,18062,,,,,,,,,,,,,
9.983314246019447e-05,9.983314246019447e-05,18062,,,,,,,,,,,,,
,,18062,0.0003836471005342901,22,,,,,,,,,,,
9.981690238960112e-05,9.981690238960112e-05,18143,,,,,,,,,,,,,
9.981690238960112e-05,9.981690238960112e-05,18143,,,,,,,,,,,,,
,,18143,0.00039151019882410765,22,,,,,,,,,,,
9.979990972096486e-05,9.979990972096486e-05,18224,,,,,,,,,,,,,
9.979990972096486e-05,9.979990972096486e-05,18224,,,,,,,,,,,,,
,,18224,0.00042578502325341105,22,,,,,,,,,,,
9.978216471125657e-05,9.978216471125657e-05,18305,,,,,,,,,,,,,
9.978216471125657e-05,9.978216471125657e-05,18305,,,,,,,,,,,,,
,,18305,0.0003583022626116872,22,,,,,,,,,,,
9.976366762882442e-05,9.976366762882442e-05,18386,,,,,,,,,,,,,
9.976366762882442e-05,9.976366762882442e-05,18386,,,,,,,,,,,,,
,,18386,0.00039106220356188715,22,,,,,,,,,,,
9.974441875338983e-05,9.974441875338983e-05,18467,,,,,,,,,,,,,
